,month,account_id,region,category,spend_level,revenue,live_ad,new_AA,paid_ad,listing_fee,bump_feature,multi_bump_feature,sa_feature,other_feature,shop_feature,adview_received,adview_per_live_ad_per_day,lead_received,lead_per_live_ad_per_day,spending_per_paid_ads,spending_per_live_ad,month_ex
64149,2021-11-01,17011855,HCM,MC,light,90909,3.0,1.0,3,1,6,0,0,0,0,1155.0,21.0,23.0,0.4181818181818181,30303.0,30303.0,11
64150,2021-12-01,17011855,HCM,MC,light,12397,1.0,0.0,1,0,1,0,0,0,0,257.0,8.290322580645164,4.0,0.1290322580645161,12397.0,12397.0,12
64158,2021-12-01,17016774,HN,MC,light,56818,1.0,1.0,1,0,5,0,0,0,0,232.0,23.2,33.0,3.3,56818.0,56818.0,12
64159,2022-01-01,17016774,HN,Car,light,133788,1.0,1.0,1,1,7,0,0,0,0,2269.0,133.47058823529412,132.0,7.764705882352941,133788.0,133788.0,1
64160,2022-01-01,17016774,HN,MC,light,56818,1.0,0.0,1,0,5,0,0,0,0,239.0,7.709677419354839,18.0,0.5806451612903226,56818.0,56818.0,1
64178,2022-01-01,17028838,HN,Car,light,454545,4.0,4.0,4,3,28,0,0,0,0,1248.0,35.65714285714286,24.0,0.6857142857142857,113636.25,113636.25,1
64318,2021-10-01,17069841,HN,MC,light,92727,1.0,1.0,1,1,0,2,0,0,0,120.0,6.0,13.0,0.65,92727.0,92727.0,10
64319,2021-11-01,17069841,HN,MC,light,39091,1.0,0.0,1,0,0,1,0,0,0,151.0,5.033333333333333,25.0,0.8333333333333333,39091.0,39091.0,11
64320,2021-12-01,17069841,HN,MC,light,39091,1.0,0.0,1,0,0,1,0,0,0,56.0,1.8064516129032255,,,39091.0,39091.0,12
64321,2022-01-01,17069841,HN,MC,light,39091,1.0,0.0,1,0,0,1,0,0,0,35.0,1.1290322580645162,2.0,0.064516129032258,39091.0,39091.0,1
64322,2021-10-01,17071199,HCM,Car,light,82645,2.0,2.0,2,2,2,0,0,0,0,640.0,11.03448275862069,60.0,1.0344827586206895,41322.5,41322.5,10
64356,2021-11-01,17085909,HCM,MC,light,104545,3.0,2.0,3,2,5,0,0,0,0,990.0,30.0,44.0,1.3333333333333333,34848.333333333336,34848.333333333336,11
64357,2021-12-01,17085909,HCM,MC,light,13636,1.0,0.0,1,0,1,0,0,0,0,125.0,62.5,7.0,3.5,13636.0,13636.0,12
64365,2021-10-01,17086214,HCM,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,26.0,1.04,,,27273.0,27273.0,10
64366,2021-10-01,17089191,HN,Car,medium-heavy,2244824,5.0,1.0,5,0,24,4,0,0,3,973.0,7.722222222222222,27.0,0.2142857142857142,448964.8,448964.8,10
64367,2021-11-01,17089191,HN,Car,light,54182,5.0,0.0,3,0,3,0,0,0,0,950.0,6.333333333333333,36.0,0.24,18060.666666666668,10836.4,11
64407,2021-11-01,17123122,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,108.0,108.0,15.0,15.0,18182.0,18182.0,11
64409,2021-10-01,17128737,HCM,MC,light,4474,1.0,0.0,1,0,1,0,0,0,0,84.0,42.0,,,4474.0,4474.0,10
64410,2021-11-01,17128737,HCM,MC,light,4474,1.0,0.0,1,0,1,0,0,0,0,100.0,5.0,12.0,0.6,4474.0,4474.0,11
64411,2021-12-01,17128737,HCM,MC,light,22368,2.0,1.0,1,1,1,0,0,0,0,350.0,15.217391304347826,18.0,0.782608695652174,22368.0,11184.0,12
64412,2022-01-01,17128737,HCM,MC,light,85529,1.0,1.0,1,1,5,0,0,0,0,610.0,50.833333333333336,26.0,2.1666666666666665,85529.0,85529.0,1
64413,2022-02-01,17128737,HCM,MC,light,13421,1.0,0.0,1,0,1,0,0,0,0,256.0,23.272727272727277,24.0,2.1818181818181817,13421.0,13421.0,2
64425,2021-12-01,17134251,HN,Car,light,81818,3.0,3.0,3,3,0,0,0,0,0,280.0,5.283018867924528,3.0,0.0566037735849056,27272.666666666668,27272.666666666668,12
64455,2021-11-01,17142528,HCM,MC,light,152727,5.0,5.0,4,4,3,1,0,0,0,2271.0,52.813953488372086,54.0,1.255813953488372,38181.75,30545.4,11
64456,2021-12-01,17142528,HCM,MC,light,90909,9.0,4.0,5,5,0,0,0,0,0,3080.0,17.401129943502823,101.0,0.5706214689265536,18181.8,10101.0,12
64475,2021-11-01,17147942,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,279.0,21.46153846153846,6.0,0.4615384615384615,18182.0,18182.0,11
64529,2021-11-01,17172208,HCM,MC,light,63474,2.0,2.0,2,2,2,0,0,0,0,581.0,36.3125,17.0,1.0625,31737.0,31737.0,11
64537,2021-10-01,17174305,HN,Car,light,107273,2.0,2.0,2,2,1,0,1,0,0,231.0,8.25,4.0,0.1428571428571428,53636.5,53636.5,10
64538,2021-12-01,17194678,HCM,Car,light,27273,2.0,2.0,1,1,0,0,0,0,0,281.0,12.772727272727272,1.0,0.0454545454545454,27273.0,13636.5,12
64539,2022-01-01,17194678,HCM,Car,light,106364,4.0,2.0,3,2,0,1,0,0,0,778.0,7.271028037383178,19.0,0.1775700934579439,35454.666666666664,26591.0,1
64577,2021-10-01,17210692,HCM,MC,medium,1471028,12.0,8.0,12,8,114,0,0,1,0,10682.0,62.83529411764706,533.0,3.135294117647059,122585.66666666669,122585.66666666669,10
64578,2021-11-01,17210692,HCM,MC,medium-heavy,2948972,20.0,12.0,20,12,198,0,1,0,0,20167.0,64.84565916398714,787.0,2.530546623794212,147448.6,147448.6,11
64579,2021-12-01,17210692,HCM,MC,medium,1082397,13.0,0.0,12,0,59,0,10,0,0,8480.0,33.25490196078432,381.0,1.4941176470588236,90199.75,83261.30769230767,12
64705,2021-10-01,17257704,HCM,MC,light-medium,863636,26.0,25.0,25,25,49,0,0,0,0,5315.0,21.60569105691057,159.0,0.646341463414634,34545.44,33216.769230769234,10
64706,2021-11-01,17257704,HCM,MC,light,34091,11.0,0.0,3,0,3,0,0,0,0,1410.0,4.715719063545151,29.0,0.0969899665551839,11363.666666666666,3099.181818181818,11
64720,2021-10-01,17260694,HCM,MC,light,260165,9.0,6.0,8,6,13,0,0,0,0,1997.0,24.06024096385542,25.0,0.3012048192771084,32520.625,28907.222222222223,10
64721,2021-11-01,17260694,HCM,MC,light,112562,5.0,0.0,4,0,9,0,0,0,0,1413.0,15.527472527472527,10.0,0.1098901098901098,28140.5,22512.4,11
64722,2021-12-01,17260694,HCM,MC,light,40909,2.0,0.0,1,0,3,0,0,0,0,310.0,9.6875,1.0,0.03125,40909.0,20454.5,12
64723,2022-01-01,17260694,HCM,MC,light,27273,1.0,0.0,1,0,2,0,0,0,0,195.0,6.290322580645161,3.0,0.0967741935483871,27273.0,27273.0,1
64724,2022-02-01,17260694,HCM,MC,light,13636,1.0,0.0,1,0,1,0,0,0,0,276.0,9.857142857142856,,,13636.0,13636.0,2
64739,2021-12-01,17265947,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,97.0,12.125,3.0,0.375,18182.0,18182.0,12
64754,2021-10-01,17271210,HN,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,37.0,1.48,3.0,0.12,31818.0,31818.0,10
64755,2021-11-01,17271210,HN,MC,light,40496,1.0,0.0,1,0,3,0,0,0,0,62.0,2.066666666666667,8.0,0.2666666666666666,40496.0,40496.0,11
64756,2021-12-01,17271210,HN,MC,light,53719,2.0,1.0,2,1,3,0,0,0,0,165.0,2.661290322580645,31.0,0.5,26859.5,26859.5,12
64757,2022-02-01,17271210,HN,MC,light,16529,3.0,1.0,1,1,0,0,0,0,0,38.0,1.1176470588235294,1.0,0.0294117647058823,16529.0,5509.666666666667,2
64796,2021-10-01,17278783,HN,Car,light,477273,4.0,1.0,4,1,30,0,0,0,0,1788.0,21.804878048780488,27.0,0.3292682926829268,119318.25,119318.25,10
64797,2021-12-01,17278783,HN,Car,light-medium,704545,5.0,3.0,3,3,42,0,0,0,0,2133.0,34.403225806451616,82.0,1.3225806451612905,234848.3333333333,140909.0,12
64798,2022-01-01,17278783,HN,Car,light,462121,5.0,3.0,3,3,26,0,0,0,0,1063.0,22.14583333333333,35.0,0.7291666666666666,154040.33333333334,92424.2,1
64812,2021-10-01,17283071,HCM,MC,light,377273,7.0,6.0,7,6,21,0,0,0,0,2943.0,65.4,108.0,2.4,53896.142857142855,53896.142857142855,10
64813,2021-11-01,17283071,HCM,MC,light,509091,11.0,7.0,10,7,28,0,0,0,0,2790.0,35.316455696202524,84.0,1.0632911392405062,50909.1,46281.0,11
64814,2021-12-01,17283071,HCM,MC,light,222727,4.0,4.0,4,4,11,0,0,0,0,695.0,10.859375,22.0,0.34375,55681.75,55681.75,12
64858,2021-12-01,17300891,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,180.0,5.806451612903226,6.0,0.1935483870967741,18182.0,18182.0,12
64859,2021-11-01,17301132,HCM,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,175.0,11.666666666666666,3.0,0.2,27273.0,27273.0,11
64860,2021-12-01,17301132,HCM,Car,light,54545,3.0,2.0,2,2,0,0,0,0,0,491.0,7.553846153846154,14.0,0.2153846153846154,27272.5,18181.666666666668,12
64861,2022-01-01,17301132,HCM,Car,light,27273,4.0,1.0,1,1,0,0,0,0,0,541.0,6.679012345679013,14.0,0.1728395061728395,27273.0,6818.25,1
64862,2021-10-01,17302528,HCM,MC,light,45455,1.0,1.0,1,1,3,0,0,0,0,268.0,29.777777777777775,11.0,1.2222222222222223,45455.0,45455.0,10
64881,2021-11-01,17316571,HN,Car,light,265152,1.0,0.0,1,0,0,0,1,0,0,1410.0,47.0,34.0,1.1333333333333333,265152.0,265152.0,11
64889,2022-02-01,17327108,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,230.0,10.952380952380953,5.0,0.238095238095238,18182.0,18182.0,2
64921,2021-10-01,17357530,HCM,MC,light,14545,1.0,1.0,1,1,0,0,0,0,0,438.0,48.66666666666666,14.0,1.5555555555555556,14545.0,14545.0,10
64930,2021-10-01,17367929,HCM,MC,light,168182,1.0,1.0,1,1,11,0,0,0,0,590.0,22.692307692307693,56.0,2.1538461538461537,168182.0,168182.0,10
64931,2021-12-01,17367929,HCM,MC,light,109091,1.0,0.0,1,0,8,0,0,0,0,395.0,12.741935483870968,22.0,0.7096774193548387,109091.0,109091.0,12
64932,2022-01-01,17367929,HCM,MC,light,54545,1.0,0.0,1,0,4,0,0,0,0,304.0,9.806451612903226,14.0,0.4516129032258064,54545.0,54545.0,1
64947,2021-10-01,17381284,HCM,Car,light,13636,,,1,0,1,0,0,0,0,,,,,13636.0,,10
64948,2021-12-01,17381284,HCM,Car,light,45455,1.0,1.0,1,1,1,0,0,0,0,183.0,26.142857142857142,12.0,1.7142857142857142,45455.0,45455.0,12
64979,2021-10-01,17394804,HCM,Car,light,130909,4.0,3.0,4,3,3,0,0,0,0,374.0,34.0,15.0,1.3636363636363635,32727.25,32727.25,10
64980,2021-11-01,17394804,HCM,Car,light,45455,1.0,1.0,1,1,1,0,0,0,0,142.0,23.666666666666668,5.0,0.8333333333333333,45455.0,45455.0,11
64981,2021-12-01,17394804,HCM,Car,light,72727,2.0,2.0,2,2,1,0,0,0,0,160.0,26.666666666666668,3.0,0.5,36363.5,36363.5,12
64989,2021-10-01,17395842,HCM,MC,light,294050,8.0,8.0,8,8,15,0,0,0,0,2702.0,84.4375,89.0,2.78125,36756.25,36756.25,10
64990,2021-11-01,17395842,HCM,MC,light,231405,6.0,5.0,6,6,9,0,0,0,0,2003.0,77.03846153846153,51.0,1.9615384615384612,38567.5,38567.5,11
64991,2021-12-01,17395842,HCM,MC,light,27273,2.0,0.0,2,0,2,0,0,0,0,127.0,31.75,,,13636.5,13636.5,12
64992,2022-01-01,17395842,HCM,MC,light,372727,7.0,7.0,7,7,18,0,0,0,0,1996.0,25.58974358974359,35.0,0.4487179487179487,53246.71428571428,53246.71428571428,1
64998,2021-10-01,17397952,HN,Car,light,98182,2.0,2.0,2,2,3,0,0,0,0,767.0,29.5,24.0,0.9230769230769232,49091.0,49091.0,10
64999,2021-12-01,17397952,HN,Car,light,126980,4.0,2.0,2,2,4,0,0,0,0,332.0,3.2233009708737863,3.0,0.029126213592233,63490.0,31745.0,12
65000,2022-02-01,17397952,HN,Car,light,272029,6.0,4.0,4,4,3,2,0,0,0,914.0,17.576923076923077,7.0,0.1346153846153846,68007.25,45338.16666666666,2
65019,2021-10-01,17400269,HCM,Car,light-medium,736364,6.0,5.0,5,5,2,0,11,0,0,3145.0,33.81720430107527,69.0,0.7419354838709677,147272.8,122727.33333333331,10
65032,2022-01-01,17403028,HCM,MC,light,96364,1.0,1.0,1,1,0,2,0,0,0,950.0,190.0,14.0,2.8,96364.0,96364.0,1
65224,2021-12-01,17453787,HCM,MC,light,167551,1.0,1.0,1,1,1,1,0,0,0,374.0,34.0,48.0,4.363636363636363,167551.0,167551.0,12
65239,2021-10-01,17461194,HCM,Car,medium,1086364,31.0,26.0,31,27,26,0,2,0,0,7314.0,17.58173076923077,228.0,0.5480769230769231,35044.0,35044.0,10
65240,2021-11-01,17461194,HCM,Car,medium,1303030,51.0,20.0,37,20,56,0,0,0,0,15523.0,12.81833195706028,379.0,0.3129644921552435,35217.02702702703,25549.60784313725,11
65241,2021-12-01,17461194,HCM,Car,medium,1757576,76.0,23.0,43,25,70,0,3,0,0,18741.0,9.89493136219641,489.0,0.2581837381203801,40873.86046511628,23126.0,12
65242,2022-01-01,17461194,HCM,Car,light,238636,61.0,1.0,15,1,24,0,0,0,0,11820.0,7.273846153846153,388.0,0.2387692307692307,15909.066666666668,3912.065573770492,1
65250,2021-10-01,17461920,HCM,MC,light,66116,2.0,2.0,2,1,4,0,0,0,0,2700.0,103.84615384615384,88.0,3.3846153846153846,33058.0,33058.0,10
65251,2021-11-01,17461920,HCM,MC,light,28926,3.0,1.0,2,1,1,0,0,0,0,954.0,25.105263157894736,31.0,0.8157894736842105,14463.0,9642.0,11
65252,2021-12-01,17461920,HCM,MC,light,54545,4.0,3.0,3,3,0,0,0,0,0,599.0,35.23529411764706,26.0,1.5294117647058822,18181.666666666668,13636.25,12
65253,2022-01-01,17461920,HCM,MC,light,31818,3.0,1.0,2,1,1,0,0,0,0,1010.0,11.22222222222222,42.0,0.4666666666666666,15909.0,10606.0,1
65283,2021-10-01,17477854,HCM,MC,light,95372,7.0,7.0,7,7,0,0,0,0,0,1270.0,17.16216216216216,54.0,0.7297297297297297,13624.571428571428,13624.571428571428,10
65284,2021-11-01,17477854,HCM,MC,light,110992,9.0,4.0,6,4,3,0,0,0,0,1028.0,8.939130434782609,25.0,0.217391304347826,18498.666666666668,12332.444444444443,11
65327,2021-10-01,17490199,HN,MC,light,458182,9.0,0.0,8,0,42,0,0,0,0,4232.0,15.168458781362007,237.0,0.8494623655913978,57272.75,50909.11111111111,10
65336,2022-02-01,17491418,HN,Car,light,27260,1.0,1.0,1,1,0,0,0,0,0,140.0,20.0,7.0,1.0,27260.0,27260.0,2
65352,2021-10-01,17496513,HCM,MC,light,62810,1.0,1.0,1,1,4,0,0,0,0,572.0,44.0,22.0,1.6923076923076923,62810.0,62810.0,10
65357,2021-11-01,17498042,HN,MC,light,17895,,,1,1,0,0,0,0,0,,,,,17895.0,,11
65365,2021-10-01,17498666,HN,MC,light,490769,7.0,0.0,6,0,45,0,0,0,0,2122.0,9.778801843317972,196.0,0.9032258064516128,81794.83333333331,70109.85714285714,10
65370,2022-01-01,17499964,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,84.0,16.8,18.0,3.6,18182.0,18182.0,1
65379,2021-10-01,17513229,HCM,MC,light,118182,4.0,3.0,5,3,5,0,0,0,0,952.0,86.54545454545455,133.0,12.090909090909092,23636.4,29545.5,10
65390,2021-10-01,17514430,HCM,MC,medium-heavy,2973636,71.0,54.0,63,53,190,0,0,0,0,21237.0,36.17887563884157,940.0,1.6013628620102214,47200.571428571435,41882.19718309859,10
65391,2021-11-01,17514430,HCM,MC,light,231818,9.0,0.0,9,0,17,0,0,0,0,1637.0,15.893203883495143,72.0,0.6990291262135921,25757.555555555555,25757.555555555555,11
65414,2021-10-01,17535063,HCM,MC,light,225041,9.0,9.0,8,8,7,0,0,0,0,2645.0,49.905660377358494,117.0,2.207547169811321,28130.125,25004.555555555555,10
65415,2021-11-01,17535063,HCM,MC,light,193140,5.0,4.0,4,4,9,0,0,0,0,1562.0,27.403508771929825,85.0,1.4912280701754386,48285.0,38628.0,11
65416,2021-12-01,17535063,HCM,MC,light,154545,5.0,4.0,4,4,6,0,0,0,0,984.0,29.818181818181817,27.0,0.8181818181818182,38636.25,30909.0,12
65422,2021-10-01,17539795,HCM,MC,light,58182,4.0,3.0,4,4,0,0,0,0,0,885.0,35.4,38.0,1.52,14545.5,14545.5,10
65423,2021-11-01,17539795,HCM,MC,light,18182,4.0,1.0,1,1,0,0,0,0,0,648.0,13.224489795918368,22.0,0.4489795918367346,18182.0,4545.5,11
65444,2021-12-01,17544999,HCM,MC,light,67607,4.0,4.0,4,3,1,0,0,0,0,1275.0,141.66666666666666,16.0,1.7777777777777777,16901.75,16901.75,12
65445,2022-02-01,17544999,HCM,MC,light,156432,1.0,1.0,1,1,2,1,0,0,0,459.0,51.0,15.0,1.6666666666666667,156432.0,156432.0,2
65460,2022-01-01,17549764,HCM,MC,light,72727,4.0,4.0,4,4,0,0,0,0,0,939.0,15.65,22.0,0.3666666666666666,18181.75,18181.75,1
65473,2021-10-01,17550992,HCM,MC,light,55455,2.0,1.0,2,1,3,0,0,0,0,1091.0,31.171428571428567,14.0,0.4,27727.5,27727.5,10
65474,2021-12-01,17550992,HCM,MC,light,113636,2.0,0.0,2,0,9,0,0,0,0,1830.0,32.10526315789474,13.0,0.2280701754385964,56818.0,56818.0,12
65475,2022-01-01,17550992,HCM,MC,light,27273,1.0,0.0,1,0,2,0,0,0,0,1116.0,36.0,16.0,0.5161290322580645,27273.0,27273.0,1
65507,2021-10-01,17572305,HCM,MC,light,141322,4.0,4.0,4,5,1,0,0,2,0,2443.0,29.79268292682927,32.0,0.3902439024390244,35330.5,35330.5,10
65510,2021-11-01,17586332,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,232.0,7.7333333333333325,8.0,0.2666666666666666,27273.0,27273.0,11
65519,2021-10-01,17593159,HN,Car,light,27111,1.0,1.0,1,1,0,0,0,0,0,316.0,35.111111111111114,11.0,1.2222222222222223,27111.0,27111.0,10
65522,2021-11-01,17601139,HCM,MC,light,43388,1.0,1.0,1,1,2,0,0,0,0,173.0,57.66666666666666,10.0,3.333333333333333,43388.0,43388.0,11
65535,2021-10-01,17611183,HCM,Car,light,18182,5.0,5.0,1,0,1,0,0,0,0,547.0,7.597222222222222,5.0,0.0694444444444444,18182.0,3636.4,10
65589,2021-11-01,17636766,HN,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,133.0,19.0,7.0,1.0,18182.0,18182.0,11
65637,2021-11-01,17648677,HCM,Car,light,36364,1.0,1.0,1,0,2,0,0,0,0,288.0,18.0,9.0,0.5625,36364.0,36364.0,11
65638,2021-12-01,17648677,HCM,Car,light,116529,2.0,1.0,2,1,5,0,0,0,0,553.0,9.53448275862069,13.0,0.2241379310344827,58264.5,58264.5,12
65671,2022-01-01,17659890,HCM,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,272.0,272.0,81.0,81.0,31818.0,31818.0,1
65673,2021-12-01,17661644,HN,Car,light,234848,6.0,5.0,5,5,3,0,2,0,0,512.0,9.660377358490564,13.0,0.2452830188679245,46969.6,39141.333333333336,12
65674,2022-01-01,17661644,HN,Car,medium,1087121,8.0,3.0,6,3,0,6,6,0,0,3529.0,21.387878787878787,77.0,0.4666666666666666,181186.8333333333,135890.125,1
65719,2021-10-01,17695611,HN,Car,light,21818,1.0,1.0,1,1,0,0,0,0,0,1324.0,57.56521739130435,27.0,1.173913043478261,21818.0,21818.0,10
65720,2021-11-01,17695611,HN,Car,light,127273,4.0,3.0,3,3,0,0,1,0,0,641.0,12.568627450980392,21.0,0.4117647058823529,42424.333333333336,31818.25,11
65751,2021-11-01,17714701,HCM,MC,light,140909,5.0,4.0,5,4,5,0,0,0,0,1562.0,40.05128205128205,24.0,0.6153846153846154,28181.8,28181.8,11
65752,2021-12-01,17714701,HCM,MC,light,40909,3.0,0.0,2,0,3,0,0,0,0,996.0,13.833333333333334,6.0,0.0833333333333333,20454.5,13636.333333333334,12
65765,2021-10-01,17730473,HCM,MC,light,17895,1.0,0.0,1,1,0,0,0,0,0,201.0,201.0,7.0,7.0,17895.0,17895.0,10
65829,2021-10-01,17755912,HN,Car,light,494229,10.0,10.0,10,10,11,0,1,4,0,1995.0,16.625,52.0,0.4333333333333333,49422.9,49422.9,10
65830,2021-11-01,17755912,HN,Car,light-medium,664862,21.0,15.0,16,16,16,1,0,0,0,2523.0,7.835403726708074,62.0,0.1925465838509316,41553.875,31660.09523809524,11
65831,2021-12-01,17755912,HN,Car,light,236364,27.0,7.0,9,6,4,0,0,0,0,1664.0,2.3602836879432623,49.0,0.0695035460992907,26262.666666666668,8754.222222222223,12
65833,2022-02-01,17757069,HCM,MC,light,18226,1.0,1.0,1,1,0,0,0,0,0,200.0,100.0,19.0,9.5,18226.0,18226.0,2
65842,2022-01-01,17763478,HCM,MC,light,27273,1.0,1.0,1,0,2,0,0,0,0,288.0,28.8,22.0,2.2,27273.0,27273.0,1
65856,2021-10-01,17769394,HN,MC,light-medium,744056,8.0,4.0,7,4,61,0,1,1,0,19309.0,138.9136690647482,633.0,4.553956834532374,106293.71428571428,93007.0,10
65857,2021-11-01,17769394,HN,MC,light-medium,807692,8.0,1.0,7,1,73,0,1,0,0,13310.0,60.5,404.0,1.8363636363636364,115384.57142857143,100961.5,11
65858,2021-12-01,17769394,HN,MC,light,94406,8.0,0.0,4,0,9,0,0,0,0,9529.0,38.42338709677419,233.0,0.939516129032258,23601.5,11800.75,12
65866,2021-10-01,17769413,HN,MC,light-medium,554545,7.0,3.0,7,3,47,0,1,0,0,3745.0,22.4251497005988,282.0,1.688622754491018,79220.71428571429,79220.71428571429,10
65867,2021-11-01,17769413,HN,MC,light-medium,692308,7.0,0.0,7,0,66,0,0,0,0,3407.0,16.223809523809525,221.0,1.0523809523809524,98901.14285714286,98901.14285714286,11
65868,2021-12-01,17769413,HN,MC,light,248252,7.0,0.0,6,0,21,0,1,0,0,1662.0,7.658986175115206,123.0,0.5668202764976958,41375.333333333336,35464.57142857143,12
65876,2021-10-01,17769428,HN,MC,light-medium,699930,5.0,3.0,5,3,60,0,1,1,0,2966.0,24.92436974789916,189.0,1.588235294117647,139986.0,139986.0,10
65877,2021-11-01,17769428,HN,MC,light,506993,5.0,0.0,5,0,49,0,0,0,0,2495.0,16.633333333333333,111.0,0.74,101398.6,101398.6,11
65878,2021-12-01,17769428,HN,MC,light,395105,5.0,0.0,4,0,11,0,10,0,0,2396.0,15.458064516129031,121.0,0.7806451612903225,98776.25,79021.0,12
65886,2021-10-01,17769451,HN,MC,light-medium,671259,7.0,5.0,7,5,50,0,2,1,0,3503.0,25.75735294117647,156.0,1.1470588235294117,95894.14285714286,95894.14285714286,10
65887,2021-11-01,17769451,HN,MC,light-medium,660839,7.0,0.0,6,0,63,0,0,0,0,2696.0,12.83809523809524,90.0,0.4285714285714285,110139.83333333331,94405.57142857143,11
65888,2021-12-01,17769451,HN,MC,light,251748,7.0,0.0,5,0,16,0,3,0,0,1253.0,5.910377358490566,75.0,0.3537735849056603,50349.6,35964.0,12
65889,2021-10-01,17771195,HCM,Car,light,545455,6.0,6.0,6,5,25,0,0,0,0,3614.0,57.36507936507937,88.0,1.3968253968253967,90909.16666666669,90909.16666666669,10
65903,2021-10-01,17785814,HCM,MC,light,181818,3.0,3.0,3,3,0,0,3,0,0,1367.0,80.41176470588233,5.0,0.2941176470588235,60606.0,60606.0,10
65904,2021-10-01,17789563,HCM,MC,light,108790,2.0,2.0,2,2,0,0,2,0,0,741.0,41.16666666666666,14.0,0.7777777777777777,54395.0,54395.0,10
65905,2021-11-01,17789563,HCM,MC,light,54242,3.0,1.0,1,1,0,0,1,0,0,1160.0,12.888888888888888,22.0,0.2444444444444444,54242.0,18080.666666666668,11
65916,2021-10-01,17795183,HCM,MC,light,14545,3.0,1.0,1,1,0,0,0,0,0,151.0,3.2826086956521734,3.0,0.0652173913043478,14545.0,4848.333333333333,10
65923,2021-10-01,17815298,HCM,MC,light,188512,7.0,3.0,7,3,12,0,0,0,0,2318.0,14.57861635220126,34.0,0.2138364779874213,26930.285714285717,26930.285714285717,10
65940,2021-10-01,17825461,HCM,Car,light,54545,2.0,2.0,2,2,0,0,0,0,0,312.0,10.4,8.0,0.2666666666666666,27272.5,27272.5,10
65961,2021-12-01,17836497,HCM,MC,light,36364,2.0,2.0,2,2,0,0,0,0,0,240.0,80.0,11.0,3.6666666666666665,18182.0,18182.0,12
65962,2022-01-01,17836497,HCM,MC,light,45455,2.0,1.0,2,1,2,0,0,0,0,221.0,24.55555555555556,13.0,1.4444444444444444,22727.5,22727.5,1
65967,2021-10-01,17836870,HCM,MC,light,14545,1.0,1.0,1,1,0,0,0,0,0,235.0,78.33333333333333,13.0,4.333333333333333,14545.0,14545.0,10
65968,2021-12-01,17837828,HCM,Car,light,27273,2.0,2.0,1,1,0,0,0,0,0,1023.0,73.07142857142857,9.0,0.6428571428571429,27273.0,13636.5,12
65969,2022-01-01,17837828,HCM,Car,light,81818,4.0,2.0,3,3,0,0,0,0,0,9557.0,115.144578313253,131.0,1.5783132530120485,27272.666666666668,20454.5,1
66009,2021-10-01,17848901,HCM,MC,light,172314,6.0,6.0,6,6,7,0,0,0,0,1301.0,30.255813953488367,55.0,1.2790697674418603,28719.0,28719.0,10
66010,2021-11-01,17848901,HCM,MC,light,16529,4.0,1.0,1,1,0,0,0,0,0,240.0,3.4782608695652173,19.0,0.2753623188405797,16529.0,4132.25,11
66011,2021-12-01,17848901,HCM,MC,light,12397,1.0,0.0,1,0,1,0,0,0,0,110.0,3.548387096774193,1.0,0.032258064516129,12397.0,12397.0,12
66068,2021-10-01,17895484,HN,Car,light,309091,9.0,7.0,8,8,5,0,0,0,0,563.0,8.530303030303031,17.0,0.2575757575757575,38636.375,34343.444444444445,10
66069,2021-11-01,17895484,HN,Car,light,145455,11.0,2.0,3,2,5,0,0,0,0,678.0,2.370629370629371,6.0,0.0209790209790209,48485.0,13223.181818181818,11
66073,2021-12-01,17900273,HN,MC,light,57273,2.0,2.0,2,1,0,1,0,0,0,257.0,25.7,12.0,1.2,28636.5,28636.5,12
66094,2021-12-01,17909228,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,179.0,9.421052631578947,6.0,0.3157894736842105,18182.0,18182.0,12
66106,2021-10-01,17909319,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,618.0,206.0,193.0,64.33333333333333,18182.0,18182.0,10
66169,2021-11-01,17962438,HCM,Car,light,42149,1.0,0.0,1,1,1,0,0,0,0,86.0,86.0,3.0,3.0,42149.0,42149.0,11
66170,2021-12-01,17962438,HCM,Car,light,74380,4.0,3.0,3,3,0,0,0,0,0,946.0,9.555555555555555,29.0,0.2929292929292929,24793.33333333333,18595.0,12
66175,2021-10-01,17969954,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,248.0,8.0,44.0,1.4193548387096775,18182.0,18182.0,10
66176,2021-11-01,17969954,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,176.0,5.866666666666665,16.0,0.5333333333333333,18182.0,18182.0,11
66177,2021-12-01,17969954,HN,Car,light,36364,1.0,0.0,1,0,2,0,0,0,0,338.0,10.903225806451612,62.0,2.0,36364.0,36364.0,12
